Partida;Capítulo;Programa;Subtítulo;Item;Asignación;Denominación;Monto Pesos;Monto Dólar
09;27;01;34;00;000;SERVICIO DE LA DEUDA;10;0
09;27;01;34;07;000;Deuda Flotante;10;0
09;27;01;35;00;000;SALDO FINAL DE CAJA;10;0
09;27;02;05;00;000;TRANSFERENCIAS CORRIENTES;42992316;0
09;27;02;05;02;000;Del Gobierno Central;42992316;0
09;27;02;05;02;001;Subvenciones a los Establecimientos Educacionales;39297431;0
09;27;02;05;02;002;Junta Nacional de Jardines Infantiles;1561928;0
09;27;02;05;02;004;Dirección de Educación Pública Programa 02;2132907;0
09;27;02;05;02;005;Subsecretaría de Educación;40;0
09;27;02;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
09;27;02;08;00;000;OTROS INGRESOS CORRIENTES;620248;0
09;27;02;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;618556;0
09;27;02;08;99;000;Otros;1692;0
09;27;02;13;00;000;TRANSFERENCIAS PARA GASTOS DE CAPITAL;3967171;0
09;27;02;13;02;000;Del Gobierno Central;3967171;0
09;27;02;13;02;001;Subvenciones a los Establecimientos Educacionales;251014;0
09;27;02;13;02;002;Dirección de Educación Pública;3716127;0
09;27;02;13;02;005;Subsecretaría de Educación;30;0
09;27;02;15;00;000;SALDO INICIAL DE CAJA;10;0
09;27;02;21;00;000;GASTOS EN PERSONAL;41522632;0
09;27;02;22;00;000;BIENES Y SERVICIOS DE CONSUMO;2089902;0
09;27;02;23;00;000;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
09;27;02;23;03;000;Prestaciones Sociales del Empleador;10;0
09;27;02;24;00;000;TRANSFERENCIAS CORRIENTES;10;0
09;27;02;24;03;000;A Otras Entidades Públicas;10;0
09;27;02;24;03;001;Convenios para el Mejoramiento de la Calidad de la Educación;10;0
09;27;02;25;00;000;INTEGROS AL FISCO;10;0
09;27;02;25;99;000;Otros Integros al Fisco;10;0
09;27;02;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;251044;0
09;27;02;29;04;000;Mobiliario y Otros;164749;0
09;27;02;29;06;000;Equipos Informáticos;69036;0
09;27;02;29;07;000;Programas Informáticos;17259;0
09;27;02;31;00;000;INICIATIVAS DE INVERSIÓN;3716127;0
09;27;02;31;02;000;Proyectos;3716127;0
09;27;02;34;00;000;SERVICIO DE LA DEUDA;10;0
09;27;02;34;07;000;Deuda Flotante;10;0
09;28;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
09;28;01;05;02;000;Del Gobierno Central;10;0
09;28;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
09;28;01;08;00;000;OTROS INGRESOS CORRIENTES;1117;0
09;28;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;553;0
09;28;01;08;99;000;Otros;564;0
09;28;01;09;00;000;APORTE FISCAL;2512550;0
09;28;01;09;01;000;Libre;2512550;0
09;28;01;15;00;000;SALDO INICIAL DE CAJA;10;0
09;28;01;21;00;000;GASTOS EN PERSONAL;1926880;0
09;28;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;561934;0
09;28;01;25;00;000;INTEGROS AL FISCO;563;0
09;28;01;25;99;000;Otros Integros al Fisco;563;0
09;28;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;24290;0
09;28;01;29;04;000;Mobiliario y Otros;9572;0
09;28;01;29;05;000;Máquinas y Equipos;4392;0
09;28;01;29;07;000;Programas Informáticos;10326;0
09;28;01;34;00;000;SERVICIO DE LA DEUDA;10;0
09;28;01;34;07;000;Deuda Flotante;10;0
09;28;01;35;00;000;SALDO FINAL DE CAJA;10;0
09;28;02;05;00;000;TRANSFERENCIAS CORRIENTES;31468881;0
09;28;02;05;02;000;Del Gobierno Central;31468881;0
09;28;02;05;02;001;Subvenciones a los Establecimientos Educacionales;29087250;0
09;28;02;05;02;002;Junta Nacional de Jardines Infantiles;944251;0
09;28;02;05;02;004;Dirección de Educación Pública Programa 02;1437330;0
09;28;02;05;02;005;Subsecretaría de Educación;40;0
09;28;02;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
09;28;02;08;00;000;OTROS INGRESOS CORRIENTES;28220;0
09;28;02;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;28210;0
09;28;02;08;99;000;Otros;10;0
09;28;02;13;00;000;TRANSFERENCIAS PARA GASTOS DE CAPITAL;3665290;0
09;28;02;13;02;000;Del Gobierno Central;3665290;0
09;28;02;13;02;001;Subvenciones a los Establecimientos Educacionales;187782;0
09;28;02;13;02;002;Dirección de Educación Pública;3477478;0
09;28;02;13;02;005;Subsecretaría de Educación;30;0
09;28;02;15;00;000;SALDO INICIAL DE CAJA;10;0
09;28;02;21;00;000;GASTOS EN PERSONAL;28282355;0
09;28;02;22;00;000;BIENES Y SERVICIOS DE CONSUMO;3214716;0
09;28;02;23;00;000;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
09;28;02;23;03;000;Prestaciones Sociales del Empleador;10;0
09;28;02;24;00;000;TRANSFERENCIAS CORRIENTES;10;0
09;28;02;24;03;000;A Otras Entidades Públicas;10;0
09;28;02;24;03;001;Convenios para el Mejoramiento de la Calidad de la Educación;10;0
09;28;02;25;00;000;INTEGROS AL FISCO;10;0
09;28;02;25;99;000;Otros Integros al Fisco;10;0
09;28;02;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;187812;0
09;28;02;29;04;000;Mobiliario y Otros;11550;0
09;28;02;29;05;000;Máquinas y Equipos;19442;0
09;28;02;29;06;000;Equipos Informáticos;156639;0
09;28;02;29;07;000;Programas Informáticos;181;0
09;28;02;31;00;000;INICIATIVAS DE INVERSIÓN;3477478;0
09;28;02;31;02;000;Proyectos;3477478;0
09;28;02;34;00;000;SERVICIO DE LA DEUDA;10;0
09;28;02;34;07;000;Deuda Flotante;10;0
09;29;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
09;29;01;05;02;000;Del Gobierno Central;10;0
09;29;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
09;29;01;08;00;000;OTROS INGRESOS CORRIENTES;1056;0
09;29;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;523;0
09;29;01;08;99;000;Otros;533;0
09;29;01;09;00;000;APORTE FISCAL;2601319;0
09;29;01;09;01;000;Libre;2601319;0
09;29;01;15;00;000;SALDO INICIAL DE CAJA;10;0
09;29;01;21;00;000;GASTOS EN PERSONAL;1795541;0
09;29;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;554729;0
09;29;01;25;00;000;INTEGROS AL FISCO;533;0
09;29;01;25;99;000;Otros Integros al Fisco;533;0
09;29;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;251572;0
09;29;01;29;03;000;Vehículos;15718;0
09;29;01;29;04;000;Mobiliario y Otros;18410;0
09;29;01;29;06;000;Equipos Informáticos;11205;0
09;29;01;29;07;000;Programas Informáticos;206239;0
09;29;01;34;00;000;SERVICIO DE LA DEUDA;10;0
09;29;01;34;07;000;Deuda Flotante;10;0
09;29;01;35;00;000;SALDO FINAL DE CAJA;10;0
09;29;02;05;00;000;TRANSFERENCIAS CORRIENTES;31438161;0
09;29;02;05;02;000;Del Gobierno Central;31438161;0
09;29;02;05;02;001;Subvenciones a los Establecimientos Educacionales;28597264;0
09;29;02;05;02;002;Junta Nacional de Jardines Infantiles;1492825;0
09;29;02;05;02;004;Dirección de Educación Pública Programa 02;1348022;0
09;29;02;05;02;005;Subsecretaría de Educación;40;0
09;29;02;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
09;29;02;08;00;000;OTROS INGRESOS CORRIENTES;314;0
09;29;02;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;304;0
09;29;02;08;99;000;Otros;10;0
09;29;02;13;00;000;TRANSFERENCIAS PARA GASTOS DE CAPITAL;4571303;0
09;29;02;13;02;000;Del Gobierno Central;4571303;0
09;29;02;13;02;001;Subvenciones a los Establecimientos Educacionales;400914;0
09;29;02;13;02;002;Dirección de Educación Pública;4170359;0
09;29;02;13;02;005;Subsecretaría de Educación;30;0
09;29;02;15;00;000;SALDO INICIAL DE CAJA;10;0
09;29;02;21;00;000;GASTOS EN PERSONAL;25466785;0
09;29;02;22;00;000;BIENES Y SERVICIOS DE CONSUMO;5585930;0
09;29;02;23;00;000;PRESTACIONES DE SEGURIDAD SOCIAL;10;0
09;29;02;23;03;000;Prestaciones Sociales del Empleador;10;0
09;29;02;24;00;000;TRANSFERENCIAS CORRIENTES;10;0
09;29;02;24;03;000;A Otras Entidades Públicas;10;0
09;29;02;24;03;001;Convenios para el Mejoramiento de la Calidad de la Educación;10;0
09;29;02;25;00;000;INTEGROS AL FISCO;10;0
09;29;02;25;99;000;Otros Integros al Fisco;10;0
09;29;02;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;786674;0
09;29;02;29;04;000;Mobiliario y Otros;75222;0
09;29;02;29;05;000;Máquinas y Equipos;14800;0
09;29;02;29;06;000;Equipos Informáticos;448753;0
09;29;02;29;07;000;Programas Informáticos;247899;0
09;29;02;31;00;000;INICIATIVAS DE INVERSIÓN;4170359;0
09;29;02;31;02;000;Proyectos;4170359;0
09;29;02;34;00;000;SERVICIO DE LA DEUDA;10;0
09;29;02;34;07;000;Deuda Flotante;10;0
09;30;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
09;30;01;05;02;000;Del Gobierno Central;10;0
09;30;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
09;30;01;08;00;000;OTROS INGRESOS CORRIENTES;20;0
09;30;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;10;0
09;30;01;08;99;000;Otros;10;0
09;30;01;09;00;000;APORTE FISCAL;1107565;0
09;30;01;09;01;000;Libre;1107565;0
09;30;01;15;00;000;SALDO INICIAL DE CAJA;10;0
09;30;01;21;00;000;GASTOS EN PERSONAL;623798;0
09;30;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;271673;0
09;30;01;25;00;000;INTEGROS AL FISCO;20;0
09;30;01;25;99;000;Otros Integros al Fisco;20;0
09;30;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;212094;0
09;30;01;29;03;000;Vehículos;42419;0
09;30;01;29;04;000;Mobiliario y Otros;31813;0
09;30;01;29;05;000;Máquinas y Equipos;74232;0
09;30;01;29;06;000;Equipos Informáticos;63630;0
09;30;01;34;00;000;SERVICIO DE LA DEUDA;10;0
09;30;01;34;07;000;Deuda Flotante;10;0
09;30;01;35;00;000;SALDO FINAL DE CAJA;10;0
09;31;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
09;31;01;05;02;000;Del Gobierno Central;10;0
09;31;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
09;31;01;08;00;000;OTROS INGRESOS CORRIENTES;20;0
09;31;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;10;0
09;31;01;08;99;000;Otros;10;0
09;31;01;09;00;000;APORTE FISCAL;1266919;0
09;31;01;09;01;000;Libre;1266919;0
09;31;01;15;00;000;SALDO INICIAL DE CAJA;10;0
09;31;01;21;00;000;GASTOS EN PERSONAL;738098;0
09;31;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;277867;0
09;31;01;25;00;000;INTEGROS AL FISCO;20;0
09;31;01;25;99;000;Otros Integros al Fisco;20;0
09;31;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;250954;0
09;31;01;29;03;000;Vehículos;50191;0
09;31;01;29;04;000;Mobiliario y Otros;37644;0
09;31;01;29;05;000;Máquinas y Equipos;87835;0
09;31;01;29;06;000;Equipos Informáticos;75284;0
09;31;01;34;00;000;SERVICIO DE LA DEUDA;10;0
09;31;01;34;07;000;Deuda Flotante;10;0
09;31;01;35;00;000;SALDO FINAL DE CAJA;10;0
09;32;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
09;32;01;05;02;000;Del Gobierno Central;10;0
09;32;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
09;32;01;08;00;000;OTROS INGRESOS CORRIENTES;20;0
09;32;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;10;0
09;32;01;08;99;000;Otros;10;0
09;32;01;09;00;000;APORTE FISCAL;1059383;0
09;32;01;09;01;000;Libre;1059383;0
09;32;01;15;00;000;SALDO INICIAL DE CAJA;10;0
09;32;01;21;00;000;GASTOS EN PERSONAL;618031;0
09;32;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;231221;0
09;32;01;25;00;000;INTEGROS AL FISCO;20;0
09;32;01;25;99;000;Otros Integros al Fisco;20;0
09;32;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;210131;0
09;32;01;29;03;000;Vehículos;42026;0
09;32;01;29;04;000;Mobiliario y Otros;31519;0
09;32;01;29;05;000;Máquinas y Equipos;73546;0
09;32;01;29;06;000;Equipos Informáticos;63040;0
09;32;01;34;00;000;SERVICIO DE LA DEUDA;10;0
09;32;01;34;07;000;Deuda Flotante;10;0
09;32;01;35;00;000;SALDO FINAL DE CAJA;10;0
09;33;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
09;33;01;05;02;000;Del Gobierno Central;10;0
09;33;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
09;33;01;08;00;000;OTROS INGRESOS CORRIENTES;20;0
09;33;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;10;0
09;33;01;08;99;000;Otros;10;0
09;33;01;09;00;000;APORTE FISCAL;1105175;0
09;33;01;09;01;000;Libre;1105175;0
09;33;01;15;00;000;SALDO INICIAL DE CAJA;10;0
09;33;01;21;00;000;GASTOS EN PERSONAL;647211;0
09;33;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;237912;0
09;33;01;25;00;000;INTEGROS AL FISCO;20;0
09;33;01;25;99;000;Otros Integros al Fisco;20;0
09;33;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;220052;0
09;33;01;29;03;000;Vehículos;44011;0
09;33;01;29;04;000;Mobiliario y Otros;33009;0
09;33;01;29;05;000;Máquinas y Equipos;77017;0
09;33;01;29;06;000;Equipos Informáticos;66015;0
09;33;01;34;00;000;SERVICIO DE LA DEUDA;10;0
09;33;01;34;07;000;Deuda Flotante;10;0
09;33;01;35;00;000;SALDO FINAL DE CAJA;10;0
09;34;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
09;34;01;05;02;000;Del Gobierno Central;10;0
09;34;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
09;34;01;08;00;000;OTROS INGRESOS CORRIENTES;20;0
09;34;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;10;0
09;34;01;08;99;000;Otros;10;0
09;34;01;09;00;000;APORTE FISCAL;1200308;0
09;34;01;09;01;000;Libre;1200308;0
09;34;01;15;00;000;SALDO INICIAL DE CAJA;10;0
09;34;01;21;00;000;GASTOS EN PERSONAL;693501;0
09;34;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;271017;0
09;34;01;25;00;000;INTEGROS AL FISCO;20;0
09;34;01;25;99;000;Otros Integros al Fisco;20;0
09;34;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;235790;0
09;34;01;29;03;000;Vehículos;47159;0
09;34;01;29;04;000;Mobiliario y Otros;35370;0
09;34;01;29;05;000;Máquinas y Equipos;82525;0
09;34;01;29;06;000;Equipos Informáticos;70736;0
09;34;01;34;00;000;SERVICIO DE LA DEUDA;10;0
09;34;01;34;07;000;Deuda Flotante;10;0
09;34;01;35;00;000;SALDO FINAL DE CAJA;10;0
09;35;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
09;35;01;05;02;000;Del Gobierno Central;10;0
09;35;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
09;35;01;08;00;000;OTROS INGRESOS CORRIENTES;20;0
09;35;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;10;0
09;35;01;08;99;000;Otros;10;0
09;35;01;09;00;000;APORTE FISCAL;1266754;0
09;35;01;09;01;000;Libre;1266754;0
09;35;01;15;00;000;SALDO INICIAL DE CAJA;10;0
09;35;01;21;00;000;GASTOS EN PERSONAL;735010;0
09;35;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;281841;0
09;35;01;25;00;000;INTEGROS AL FISCO;20;0
09;35;01;25;99;000;Otros Integros al Fisco;20;0
09;35;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;249903;0
09;35;01;29;03;000;Vehículos;47672;0
09;35;01;29;04;000;Mobiliario y Otros;37487;0
09;35;01;29;05;000;Máquinas y Equipos;87464;0
09;35;01;29;06;000;Equipos Informáticos;77280;0
09;35;01;34;00;000;SERVICIO DE LA DEUDA;10;0
09;35;01;34;07;000;Deuda Flotante;10;0
09;35;01;35;00;000;SALDO FINAL DE CAJA;10;0
09;90;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
09;90;01;05;02;000;Del Gobierno Central;10;0
09;90;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
09;90;01;07;00;000;INGRESOS DE OPERACIÓN;5120820;0
09;90;01;08;00;000;OTROS INGRESOS CORRIENTES;441386;0
09;90;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;17076;0
09;90;01;08;99;000;Otros;424310;0
09;90;01;09;00;000;APORTE FISCAL;17239564;0
09;90;01;09;01;000;Libre;17239564;0
09;90;01;15;00;000;SALDO INICIAL DE CAJA;20;0
09;90;01;21;00;000;GASTOS EN PERSONAL;5691582;0
09;90;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;745642;0
09;90;01;24;00;000;TRANSFERENCIAS CORRIENTES;15840046;0
09;90;01;24;03;000;A Otras Entidades Públicas;15840046;0
09;90;01;24;03;003;Aplicación Ley N° 20.129;3132532;0
09;90;01;24;03;005;Comisión Ley N° 20.027;359369;0
09;90;01;24;03;007;Sistema de Acceso a la Educación Superior Ley N°21.091;12285505;0
09;90;01;24;03;009;Consejo Asesor para la Educación Superior Decreto 74/2021;62640;0
09;90;01;25;00;000;INTEGROS AL FISCO;17086;0
09;90;01;25;99;000;Otros Integros al Fisco;17086;0
09;90;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;507424;0
09;90;01;29;04;000;Mobiliario y Otros;1044;0
09;90;01;29;06;000;Equipos Informáticos;8326;0
09;90;01;29;07;000;Programas Informáticos;498054;0
09;90;01;34;00;000;SERVICIO DE LA DEUDA;10;0
09;90;01;34;07;000;Deuda Flotante;10;0
09;90;01;35;00;000;SALDO FINAL DE CAJA;10;0
09;90;02;09;00;000;APORTE FISCAL;340174288;0
09;90;02;09;01;000;Libre;339857688;0
09;90;02;09;03;000;Servicio de la Deuda Externa;316600;0
09;90;02;14;00;000;ENDEUDAMIENTO;3695000;0
09;90;02;14;02;000;Endeudamiento Externo;3695000;0
09;90;02;15;00;000;SALDO INICIAL DE CAJA;20;0
09;90;02;24;00;000;TRANSFERENCIAS CORRIENTES;275788741;0
09;90;02;24;03;000;A Otras Entidades Públicas;275788741;0
09;90;02;24;03;196;Aporte Artículo 2° DFL (Ed) N°4, de 1981;154341992;0
09;90;02;24;03;202;Fondo Desarrollo Institucional art 1° DFL (Ed.) N° 4 de 1981;1849524;0
09;90;02;24;03;203;Universidad de Chile;11453128;0
09;90;02;24;03;208;Aplicación Ley N° 20.374;3278212;0
09;90;02;24;03;213;Educación Superior Regional;6904319;0
09;90;02;24;03;221;Plan de Fortalecimiento Universidades Estatales;27697985;0
09;90;02;24;03;807;Aporte Institucional Universidades Estatales Ley N° 21.094;39977390;0
09;90;02;24;03;850;Ley N°20.910, CFT Estatales;5947354;0
09;90;02;24;03;855;Aplicación Ley N° 20.996;5936406;0
09;90;02;24;03;857;Ley N° 21.043 Incentivo retiro Académicos y Profesionales;14803387;0
09;90;02;24;03;858;Aporte para el Desarrollo de Actividades de Interés Nacional;3599044;0
09;90;02;33;00;000;TRANSFERENCIAS DE CAPITAL;67763947;0
09;90;02;33;03;000;A Otras Entidades Públicas;67763947;0
09;90;02;33;03;035;Fondo Desarrollo Institucional-Infraestructura Art 1° DFL. (Ed.) N° 4 de 1981;313200;0
09;90;02;33;03;036;Aplicación Letra a) Art.71 bis de la Ley N° 18.591;661435;0
09;90;02;33;03;404;Educación Superior Regional;1514868;0
09;90;02;33;03;410;Aporte Institucional Universidades Estatales Ley N° 21.094;23542870;0
09;90;02;33;03;416;Ley N° 20.910, CFT Estatales, Infraestructura;14033590;0
09;90;02;33;03;417;Plan de Fortalecimiento Universidades Estatales-Infraestructura;27697984;0
09;90;02;34;00;000;SERVICIO DE LA DEUDA;316610;0
09;90;02;34;04;000;Intereses Deuda Externa;316600;0
09;90;02;34;07;000;Deuda Flotante;10;0
09;90;02;35;00;000;SALDO FINAL DE CAJA;10;0
09;90;03;09;00;000;APORTE FISCAL;2431644233;0
09;90;03;09;01;000;Libre;2239581706;0
09;90;03;09;02;000;Servicio de la Deuda Interna;190711822;0
09;90;03;09;03;000;Servicio de la Deuda Externa;1350705;0
09;90;03;12;00;000;RECUPERACIÓN DE PRÉSTAMOS;134640834;0
09;90;03;12;04;000;De Fomento;134640834;0
09;90;03;12;04;001;Créditos de Educación Superior;134640834;0
09;90;03;15;00;000;SALDO INICIAL DE CAJA;20;0
09;90;03;24;00;000;TRANSFERENCIAS CORRIENTES;1823285938;0
09;90;03;24;02;000;Al Gobierno Central;1012680;0
09;90;03;24;02;001;A Corfo - IP y CFT 2030;1012680;0
09;90;03;24;03;000;A Otras Entidades Públicas;1822273258;0
09;90;03;24;03;052;Programa de Acceso a la Educación Superior;17952626;0
09;90;03;24;03;196;Aporte Artículo 2° DFL (Ed) N°4, de 1981;105717623;0
09;90;03;24;03;198;Financiamiento Institucional para la Gratuidad-Universidades;987632689;0
09;90;03;24;03;199;Financiamiento Institucional para la Gratuidad-Institutos Profesionales y Centros de Formación Técnica;473498377;0
09;90;03;24;03;200;Becas Educación Superior;158744950;0
09;90;03;24;03;204;Pasantías Técnicos Nivel Superior;372877;0
09;90;03;24;03;213;Educación Superior Regional;1680244;0
09;90;03;24;03;218;Basal por Desempeño Universidades Art. 1° DFL. (Ed.) N° 4 de 1981;33839568;0
09;90;03;24;03;802;Fondo de Desarrollo Institucional;8418145;0
09;90;03;24;03;805;Aplicación Ley N° 20.634;25418757;0
09;90;03;24;03;853;Aporte para Fomento de Investigación;8527542;0
09;90;03;24;03;860;Fortalecimiento Formación Técnico Profesional Educación Superior;469860;0
09;90;03;30;00;000;ADQUISICIÓN DE ACTIVOS FINANCIEROS;535610796;0
09;90;03;30;01;000;Compra de Títulos y Valores;535610796;0
09;90;03;33;00;000;TRANSFERENCIAS DE CAPITAL;15325806;0
09;90;03;33;03;000;A Otras Entidades Públicas;15325806;0
09;90;03;33;03;036;Aplicación Letra a) Art.71 bis de la Ley N° 18.591;455093;0
09;90;03;33;03;401;Fondo de Desarrollo Institucional - Infraestructura;5221166;0
09;90;03;33;03;404;Educación Superior Regional;656916;0
09;90;03;33;03;409;Basal por Desempeño Universidades Art. 1° DFL. (Ed.) N° 4 de 1981;8992631;0
09;90;03;34;00;000;SERVICIO DE LA DEUDA;192062537;0
09;90;03;34;01;000;Amortización Deuda Interna;162105049;0
09;90;03;34;02;000;Amortización Deuda Externa;1345984;0
09;90;03;34;03;000;Intereses Deuda Interna;28606773;0
09;90;03;34;04;000;Intereses Deuda Externa;4721;0
09;90;03;34;07;000;Deuda Flotante;10;0
09;90;03;35;00;000;SALDO FINAL DE CAJA;10;0
09;91;01;05;00;000;TRANSFERENCIAS CORRIENTES;10;0
09;91;01;05;02;000;Del Gobierno Central;10;0
09;91;01;05;02;201;Recuperación de Licencias Médicas - FONASA;10;0
09;91;01;08;00;000;OTROS INGRESOS CORRIENTES;1034;0
09;91;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;1034;0
09;91;01;09;00;000;APORTE FISCAL;3332711;0
09;91;01;09;01;000;Libre;3332711;0
09;91;01;15;00;000;SALDO INICIAL DE CAJA;20;0
09;91;01;21;00;000;GASTOS EN PERSONAL;2823022;0
09;91;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;430560;0
09;91;01;25;00;000;INTEGROS AL FISCO;1044;0
09;91;01;25;99;000;Otros Integros al Fisco;1044;0
09;91;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;79129;0
09;91;01;29;04;000;Mobiliario y Otros;2088;0
09;91;01;29;05;000;Máquinas y Equipos;1044;0
09;91;01;29;06;000;Equipos Informáticos;3795;0
09;91;01;29;07;000;Programas Informáticos;72202;0
09;91;01;34;00;000;SERVICIO DE LA DEUDA;10;0
09;91;01;34;07;000;Deuda Flotante;10;0
09;91;01;35;00;000;SALDO FINAL DE CAJA;10;0
10;01;01;05;00;000;TRANSFERENCIAS CORRIENTES;116508;0
10;01;01;05;02;000;Del Gobierno Central;116508;0
10;01;01;05;02;004;Servicio Nacional del Consumidor;116508;0
10;01;01;06;00;000;RENTAS DE LA PROPIEDAD;10;0
10;01;01;06;03;000;Intereses;10;0
10;01;01;08;00;000;OTROS INGRESOS CORRIENTES;10419;0
10;01;01;08;01;000;Recuperaciones y Reembolsos por Licencias Médicas;10;0
10;01;01;08;02;000;Multas y Sanciones Pecuniarias;10;0
10;01;01;08;99;000;Otros;10399;0
10;01;01;09;00;000;APORTE FISCAL;167950907;0
10;01;01;09;01;000;Libre;167950907;0
10;01;01;12;00;000;RECUPERACIÓN DE PRÉSTAMOS;10;0
10;01;01;12;10;000;Ingresos por Percibir;10;0
10;01;01;15;00;000;SALDO INICIAL DE CAJA;10;0
10;01;01;21;00;000;GASTOS EN PERSONAL;12078929;0
10;01;01;22;00;000;BIENES Y SERVICIOS DE CONSUMO;2520309;0
10;01;01;24;00;000;TRANSFERENCIAS CORRIENTES;87101096;0
10;01;01;24;01;000;Al Sector Privado;10909495;0
10;01;01;24;01;001;Programa de Licitaciones Sistema Nacional de Mediación;10787065;0
10;01;01;24;01;002;Auditorías Externas Sistema Nacional de Mediación;122430;0
10;01;01;24;03;000;A Otras Entidades Públicas;76160827;0
10;01;01;24;03;201;Equipo de Acompañamiento Reforma Penal Adolescente;208117;0
10;01;01;24;03;208;Corporaciones de Asistencia Judicial;51800804;0
10;01;01;24;03;209;Corporaciones de Asistencia Judicial - Programa de Representación Jurídica Adulto Mayor;1155651;0
10;01;01;24;03;401;Corporaciones de Asistencia Judicial - Programa Mi Abogado;22996255;0
10;01;01;24;07;000;A Organismos Internacionales;30774;0
10;01;01;24;07;011;Cuotas a Organismos Internacionales;30774;0
10;01;01;25;00;000;INTEGROS AL FISCO;10;0
10;01;01;25;99;000;Otros Integros al Fisco;10;0
10;01;01;29;00;000;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;2610;0
10;01;01;29;07;000;Programas Informáticos;2610;0
10;01;01;31;00;000;INICIATIVAS DE INVERSIÓN;66374900;0
10;01;01;31;02;000;Proyectos;66374900;0
10;01;01;34;00;000;SERVICIO DE LA DEUDA;10;0
10;01;01;34;07;000;Deuda Flotante;10;0
10;01;02;05;00;000;TRANSFERENCIAS CORRIENTES;8298020;0
10;01;02;05;02;000;Del Gobierno Central;8298020;0
10;01;02;05;02;001;Del Ministerio Público;901994;0
10;01;02;05;02;002;De la Defensoría Penal Pública;749311;0
10;01;02;05;02;003;De la Corporación Administrativa del Poder Judicial;6646715;0
10;01;02;09;00;000;APORTE FISCAL;70899292;0
10;01;02;09;01;000;Libre;70899292;0
10;01;02;22;00;000;BIENES Y SERVICIOS DE CONSUMO;79197312;0
