Año	Mes	Moneda	Partida	Nombre Partida	Capítulo	Nombre Capítulo	Programa	Nombre Programa	Subtítulo	Nombre Subtítulo	Item	Nombre Item	Asignación	Nombre Asignación	Monto Ley Inicial	Monto Ley Vigente a AGOSTO	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	9	APORTE FISCAL	1	Libre			4.329.932	4.138.505	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	10	VENTA DE ACTIVOS NO FINANCIEROS					0	20	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	10	VENTA DE ACTIVOS NO FINANCIEROS	3	Vehículos			0	10	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	10	VENTA DE ACTIVOS NO FINANCIEROS	6	Equipos Informáticos			0	10	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	12	RECUPERACIÓN DE PRÉSTAMOS					0	30.760	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	12	RECUPERACIÓN DE PRÉSTAMOS	10	Ingresos por Percibir			0	30.760	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	15	SALDO INICIAL DE CAJA					1.000	1.000	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	21	GASTOS EN PERSONAL					3.021.441	2.975.443	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	22	BIENES Y SERVICIOS DE CONSUMO					770.661	673.086	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	23	PRESTACIONES DE SEGURIDAD SOCIAL					10	10	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	23	PRESTACIONES DE SEGURIDAD SOCIAL	3	Prestaciones Sociales del Empleador			10	10	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	24	TRANSFERENCIAS CORRIENTES					470.575	470.575	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	24	TRANSFERENCIAS CORRIENTES	1	Al Sector Privado			470.575	470.575	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	24	TRANSFERENCIAS CORRIENTES	1	Al Sector Privado	50	Pagos Art. 39 Ley N°19.175	470.575	470.575	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	29	ADQUISICIÓN DE ACTIVOS NO FINANCIEROS					111.750	94.656	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	29	ADQUISICIÓN DE ACTIVOS NO FINANCIEROS	3	Vehículos			34.720	27.708	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	29	ADQUISICIÓN DE ACTIVOS NO FINANCIEROS	4	Mobiliario y Otros			10.855	8.663	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	29	ADQUISICIÓN DE ACTIVOS NO FINANCIEROS	5	Máquinas y Equipos			10.927	9.813	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	29	ADQUISICIÓN DE ACTIVOS NO FINANCIEROS	6	Equipos Informáticos			11.438	9.128	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	29	ADQUISICIÓN DE ACTIVOS NO FINANCIEROS	7	Programas Informáticos			43.810	39.344	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	34	SERVICIO DE LA DEUDA					1.000	1.000	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	1	GASTOS DE FUNCIONAMIENTO REGIÓN IV	34	SERVICIO DE LA DEUDA	7	Deuda Flotante			1.000	1.000	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	8	OTROS INGRESOS CORRIENTES					429.710	429.710	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	8	OTROS INGRESOS CORRIENTES	99	Otros			429.710	429.710	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	9	APORTE FISCAL					31.633.991	32.650.095	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	9	APORTE FISCAL	1	Libre			31.633.991	32.650.095	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	13	TRANSFERENCIAS PARA GASTOS DE CAPITAL					25.377.173	35.353.859	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	13	TRANSFERENCIAS PARA GASTOS DE CAPITAL	2	Del Gobierno Central			25.377.173	35.353.859	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	13	TRANSFERENCIAS PARA GASTOS DE CAPITAL	2	Del Gobierno Central	3	Subsecretaría de Bienes Nacionales	236.367	236.367	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	13	TRANSFERENCIAS PARA GASTOS DE CAPITAL	2	Del Gobierno Central	4	Subsecretaría de Desarrollo Regional y Administrativo	2.565.000	8.945.587	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	13	TRANSFERENCIAS PARA GASTOS DE CAPITAL	2	Del Gobierno Central	6	Tesoro Público Ley N° 19.143, Patentes Mineras	2.839.619	2.839.619	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	13	TRANSFERENCIAS PARA GASTOS DE CAPITAL	2	Del Gobierno Central	8	Tesoro Público - Ley N°19.995, Casinos de Juegos	21.113	21.113	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	13	TRANSFERENCIAS PARA GASTOS DE CAPITAL	2	Del Gobierno Central	13	Tesoro Público Artículo 129 bis 19 Ley N° 20.017, Código de Aguas	373.547	373.547	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	13	TRANSFERENCIAS PARA GASTOS DE CAPITAL	2	Del Gobierno Central	19	Fondo de Inversión y Reconversión Regional	3.021.492	3.021.492	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	13	TRANSFERENCIAS PARA GASTOS DE CAPITAL	2	Del Gobierno Central	20	Tesoro Público Ley N°18.892, Patentes de Acuicultura	93.101	93.101	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	13	TRANSFERENCIAS PARA GASTOS DE CAPITAL	2	Del Gobierno Central	30	Tesoro Público Ley N°20.378 - Fondo de Apoyo Regional (FAR)	15.030.197	18.626.296	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	13	TRANSFERENCIAS PARA GASTOS DE CAPITAL	2	Del Gobierno Central	32	Subsecretaría de Desarrollo Regional y Administrativo - Programas de Convergencia	1.196.737	1.196.737	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	15	SALDO INICIAL DE CAJA					1.000	775.054	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	22	BIENES Y SERVICIOS DE CONSUMO					136.458	135.091	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	24	TRANSFERENCIAS CORRIENTES					6.184.243	6.480.438	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	24	TRANSFERENCIAS CORRIENTES	1	Al Sector Privado			5.523.270	5.819.465	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	24	TRANSFERENCIAS CORRIENTES	1	Al Sector Privado	2	Pago de Subsidios para la Operación de Proyectos de Energía Fotovoltaica	1.610.230	1.598.230	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	24	TRANSFERENCIAS CORRIENTES	1	Al Sector Privado	6	Corporación Agencia Regional de Desarrollo Productivo de la Región de Coquimbo	561.531	568.776	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	24	TRANSFERENCIAS CORRIENTES	1	Al Sector Privado	21	CEAZA-Corporación Centro de Estudios Avanzados en Zonas Áridas	695.199	996.149	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	24	TRANSFERENCIAS CORRIENTES	1	Al Sector Privado	100	Aplicación Numeral 2.1 Glosa 02 Común para Gobiernos Regionales	2.656.310	2.656.310	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	24	TRANSFERENCIAS CORRIENTES	3	A Otras Entidades Públicas			660.973	660.973	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	24	TRANSFERENCIAS CORRIENTES	3	A Otras Entidades Públicas	100	Aplicación Numeral 2.1 Glosa 02 Común para Gobiernos Regionales	660.973	660.973	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	26	OTROS GASTOS CORRIENTES					0	410.086	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	29	ADQUISICIÓN DE ACTIVOS NO FINANCIEROS					1.497.978	2.757.546	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	29	ADQUISICIÓN DE ACTIVOS NO FINANCIEROS	3	Vehículos			741.260	1.577.975	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	29	ADQUISICIÓN DE ACTIVOS NO FINANCIEROS	5	Máquinas y Equipos			756.718	1.179.571	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	31	INICIATIVAS DE INVERSIÓN					29.351.186	25.907.714	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	31	INICIATIVAS DE INVERSIÓN	1	Estudios Básicos			149.765	177.529	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	31	INICIATIVAS DE INVERSIÓN	2	Proyectos			28.637.121	25.165.885	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	31	INICIATIVAS DE INVERSIÓN	3	Programas de Inversión			564.300	564.300	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	32	PRÉSTAMOS	6	Por Anticipos a Contratistas	1	Anticipos a Contratistas	800.000	800.000	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	32	PRÉSTAMOS	6	Por Anticipos a Contratistas	2	Recuperacion  por Anticipos a Contratistas	-800.000	-800.000	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL					20.271.009	28.626.380	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado			3.786.529	6.636.706	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	1	Junta Nacional de Cuerpos de Bomberos de Chile	1.870.192	1.870.192	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	10	Aplicación Letra a) del Artículo Cuarto Transitorio de la Ley N°20.378	1.334.826	2.534.826	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	134	UNIVERSIDAD CATÓLICA DEL NORTE - Análisis Evaluación de Recursos Hídricos Subterráneos Costeros (30404173-0).	8.031	8.031	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	138	INIA - Transferencia Tecnológica para la Optimización del Riego en Hortalizas (30404134-0).	9.381	9.381	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	139	INIA - Análisis Forraje Verde Hidropónico para Crianceros del Limarí (30404133-0).	10.250	10.250	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	141	FUNDACION CHILE - Análisis Reúso de Aguas Residuales Tratadas para uso Productivo (30404132-0).	42.941	42.941	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	142	CENTRO DE ESTUDIOS AVANZADOS EN ZONAS ÁRIDAS (CEAZA) - Investigación áreas potenciales e implementación de barreras de nieve (30403127-0)	11.436	11.436	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	143	CENTRO DE ESTUDIOS AVANZADOS EN ZONAS ÁRIDAS (CEAZA) - Investigación transferencia tecnológica de bioproductos nativos (30403034-0)	6.926	6.926	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	144	CENTRO DE ESTUDIOS AVANZADOS EN ZONAS ÁRIDAS (CEAZA) - Análisis monitoreo y modelación hidrológica cabeceras (30404077-0)	10.213	10.213	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	145	FIA-Capacitación fortalecimiento innovación productores damascos Choapa (30413176-0)	41.015	119.928	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	146	CENTRO DE ESTUDIOS AVANZADOS EN ZONAS ÁRIDAS (CEAZA) - Investigación método holístico de evaluación de caudal  ecológico (30404078-0)	6.938	6.938	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	147	INIA-Análisis monitoreo del potencial de capacidad de carga animal (30404124-0)	10.210	10.210	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	148	CENTRO DE ESTUDIOS AVANZADOS EN ZONAS ÁRIDAS (CEAZA) - Análisis, evaluación y monitoreo de pastizales (30404123-0)	3.182	3.182	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	149	CORPORACIÓN REGIONAL DESARROLLO PRODUCTIVO-Diagnostico de sitios con potencial presencia de contaminantes (30413131-0)	101.574	101.574	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	152	CENTRO DE AGUAS PARA ZONAS ARIDAS (CAZALAC)-Investigación producción acelerada de forraje con bajo consumo hídrico (30404025-0)	20.745	20.745	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	153	Corporación Regional Desarrollo Productivo-Investigación plan de desarrollo productividad y transferencia tecnológica (30467287-0)	55.148	55.148	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	154	Corporación Regional Desarrollo Productivo-Investigación modelo de negocios y estrategias de internacionalización (30467236-0)	20.930	20.930	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	156	Corporación Regional Desarrollo Productivo-Análisis alternativas de solución al manejo de residuos sólidos (30467285-0)	89.211	89.211	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	158	FIA - Estudio básico análisis impacto y proyectos asociado a recursos hídricos (30467235-0)	41.040	41.040	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	159	FIA - Producción y cadena de valor para la quínoa (30467239-0)	92.340	92.340	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	160	Corporación Regional Desarrollo Productivo - Análisis diseño de la gobernanza para el GIRH (40000044-0)	0	90.000	
2018	Agosto	PESOS	5	MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA	64	GOBIERNO REGIONAL REGIÓN IV COQUIMBO	2	INVERSIÓN REGIONAL REGIÓN IV	33	TRANSFERENCIAS DE CAPITAL	1	Al Sector Privado	161	Corporación Regional Desarrollo Productivo - Análisis económico de tecnologías de manejo y transporte de RSD (40000048-0)	0	35.500	
