_id,Ano,Mes,Moneda,Partida,Nombre Partida,Capitulo,Nombre Capitulo,Programa,Nombre Programa,Subtitulo,Nombre Subtitulo,Item,Nombre Item,Asignacion,Nombre Asignacion,Monto Ley Inicial,Monto Ley Vigente a AGOSTO
599,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,04,SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES,01,SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES,25,INTEGROS AL FISCO,99,Otros Integros al Fisco,,,112.344,112.344
600,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,04,SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES,01,SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,,,,,330.279,346.279
601,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,04,SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES,01,SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,04,Mobiliario y Otros,,,0,16.000
602,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,04,SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES,01,SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,05,Máquinas y Equipos,,,191.636,191.636
603,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,04,SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES,01,SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,07,Programas Informáticos,,,138.643,138.643
604,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,04,SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES,01,SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES,34,SERVICIO DE LA DEUDA,,,,,10,10
605,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,04,SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES,01,SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES,34,SERVICIO DE LA DEUDA,07,Deuda Flotante,,,10,10
606,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,05,TRANSFERENCIAS CORRIENTES,,,,,45.397,45.397
607,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,05,TRANSFERENCIAS CORRIENTES,02,Del Gobierno Central,,,10,10
608,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,05,TRANSFERENCIAS CORRIENTES,02,Del Gobierno Central,201,Recuperación de Licencias Médicas - FONASA,10,10
609,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,05,TRANSFERENCIAS CORRIENTES,06,De Gobiernos Extranjeros,,,45.387,45.387
610,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,05,TRANSFERENCIAS CORRIENTES,06,De Gobiernos Extranjeros,001,Del Gobierno Español - Instituto de Crédito Oficial de España,45.387,45.387
611,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,08,OTROS INGRESOS CORRIENTES,,,,,155.587,156.393
612,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,08,OTROS INGRESOS CORRIENTES,01,Recuperaciones y Reembolsos por Licencias Médicas,,,155.587,155.587
613,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,08,OTROS INGRESOS CORRIENTES,02,Multas y Sanciones Pecuniarias,,,0,615
614,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,08,OTROS INGRESOS CORRIENTES,99,Otros,,,0,191
615,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,09,APORTE FISCAL,,,,,33.631.630,34.041.132
616,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,09,APORTE FISCAL,01,Libre,,,17.957.990,18.367.492
617,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,09,APORTE FISCAL,03,Servicio de la Deuda Externa,,,15.673.640,15.673.640
618,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,10,VENTA DE ACTIVOS NO FINANCIEROS,,,,,0,6.058
619,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,10,VENTA DE ACTIVOS NO FINANCIEROS,03,Vehículos,,,0,6.058
620,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,15,SALDO INICIAL DE CAJA,,,,,10,24.458
621,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,21,GASTOS EN PERSONAL,,,,,15.462.685,15.458.325
622,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,22,BIENES Y SERVICIOS DE CONSUMO,,,,,2.127.733,2.169.283
623,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,23,PRESTACIONES DE SEGURIDAD SOCIAL,,,,,0,4.360
624,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,23,PRESTACIONES DE SEGURIDAD SOCIAL,03,Prestaciones Sociales del Empleador,,,0,4.360
625,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,24,TRANSFERENCIAS CORRIENTES,,,,,253.879,308.879
626,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,,,253.879,308.879
627,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,024,Capacitación en Desarrollo Regional y Comunal,10,55.010
628,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,409,Oficina Revitalización de Barrios e Infraestructura Patrimonial,208.482,208.482
629,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,415,Oficina Donación Española,45.387,45.387
630,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,25,INTEGROS AL FISCO,,,,,155.587,155.587
631,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,25,INTEGROS AL FISCO,99,Otros Integros al Fisco,,,155.587,155.587
632,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,,,,,159.090,167.540
633,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,06,Equipos Informáticos,,,0,8.450
634,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,29,ADQUISICIÓN DE ACTIVOS NO FINANCIEROS,07,Programas Informáticos,,,159.090,159.090
635,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,34,SERVICIO DE LA DEUDA,,,,,15.673.650,16.009.464
636,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,34,SERVICIO DE LA DEUDA,02,Amortización Deuda Externa,,,13.192.408,13.192.408
637,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,34,SERVICIO DE LA DEUDA,04,Intereses Deuda Externa,,,2.263.826,2.263.826
638,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,34,SERVICIO DE LA DEUDA,06,Otros Gastos Financieros Deuda Externa,,,217.406,217.406
639,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,01,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,34,SERVICIO DE LA DEUDA,07,Deuda Flotante,,,10,335.824
640,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,02,FORTALECIMIENTO DE LA GESTIÓN SUBNACIONAL,08,OTROS INGRESOS CORRIENTES,,,,,0,77.413
641,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,02,FORTALECIMIENTO DE LA GESTIÓN SUBNACIONAL,08,OTROS INGRESOS CORRIENTES,02,Multas y Sanciones Pecuniarias,,,0,7.957
642,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,02,FORTALECIMIENTO DE LA GESTIÓN SUBNACIONAL,08,OTROS INGRESOS CORRIENTES,99,Otros,,,0,69.456
643,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,02,FORTALECIMIENTO DE LA GESTIÓN SUBNACIONAL,09,APORTE FISCAL,,,,,7.732.345,9.225.629
644,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,02,FORTALECIMIENTO DE LA GESTIÓN SUBNACIONAL,09,APORTE FISCAL,01,Libre,,,7.732.345,9.225.629
645,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,02,FORTALECIMIENTO DE LA GESTIÓN SUBNACIONAL,15,SALDO INICIAL DE CAJA,,,,,10,3.938
646,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,02,FORTALECIMIENTO DE LA GESTIÓN SUBNACIONAL,24,TRANSFERENCIAS CORRIENTES,,,,,6.568.412,7.184.104
647,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,02,FORTALECIMIENTO DE LA GESTIÓN SUBNACIONAL,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,,,6.568.412,7.184.104
648,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,02,FORTALECIMIENTO DE LA GESTIÓN SUBNACIONAL,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,026,Programa Academia Capacitación Municipal y Regional,1.303.087,1.303.087
649,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,02,FORTALECIMIENTO DE LA GESTIÓN SUBNACIONAL,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,033,Fondo Concursable  Becas - Ley N°20.742,2.609.460,2.609.460
650,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,02,FORTALECIMIENTO DE LA GESTIÓN SUBNACIONAL,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,034,Programa de Apoyo al Mejoramiento de la Gestión y de Servicios Municipales,90.486,90.486
651,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,02,FORTALECIMIENTO DE LA GESTIÓN SUBNACIONAL,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,500,Municipalidades (Prevención y Mitigación de Riesgos),181.473,181.473
652,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,02,FORTALECIMIENTO DE LA GESTIÓN SUBNACIONAL,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,602,Municipalidades (Programa de Modernización),2.383.906,2.999.598
653,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,02,FORTALECIMIENTO DE LA GESTIÓN SUBNACIONAL,33,TRANSFERENCIAS DE CAPITAL,,,,,1.163.933,1.163.933
654,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,02,FORTALECIMIENTO DE LA GESTIÓN SUBNACIONAL,33,TRANSFERENCIAS DE CAPITAL,03,A Otras Entidades Públicas,,,1.163.933,1.163.933
655,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,02,FORTALECIMIENTO DE LA GESTIÓN SUBNACIONAL,33,TRANSFERENCIAS DE CAPITAL,03,A Otras Entidades Públicas,602,Municipalidades (Programa de Modernización),1.163.933,1.163.933
656,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,02,FORTALECIMIENTO DE LA GESTIÓN SUBNACIONAL,34,SERVICIO DE LA DEUDA,,,,,10,958.943
657,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,02,FORTALECIMIENTO DE LA GESTIÓN SUBNACIONAL,34,SERVICIO DE LA DEUDA,07,Deuda Flotante,,,10,958.943
658,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,08,OTROS INGRESOS CORRIENTES,,,,,10,10
659,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,08,OTROS INGRESOS CORRIENTES,99,Otros,,,10,10
660,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,09,APORTE FISCAL,,,,,192.390.125,257.331.864
661,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,09,APORTE FISCAL,01,Libre,,,192.390.125,257.331.864
662,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,13,TRANSFERENCIAS PARA GASTOS DE CAPITAL,,,,,48.038.784,4.161.496
663,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,13,TRANSFERENCIAS PARA GASTOS DE CAPITAL,02,Del Gobierno Central,,,48.038.784,4.161.496
664,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,13,TRANSFERENCIAS PARA GASTOS DE CAPITAL,02,Del Gobierno Central,029,"Servicio Nacional del Patrimonio Cultural, Programa 01",4.161.496,4.161.496
665,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,13,TRANSFERENCIAS PARA GASTOS DE CAPITAL,02,Del Gobierno Central,200,Fondo de Emergencia Transitorio,43.877.288,0
666,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,14,ENDEUDAMIENTO,,,,,4.161.484,4.161.484
667,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,14,ENDEUDAMIENTO,02,Endeudamiento Externo,,,4.161.484,4.161.484
668,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,15,SALDO INICIAL DE CAJA,,,,,10,436.256
669,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,24,TRANSFERENCIAS CORRIENTES,,,,,73.300.176,73.457.884
670,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,,,73.300.176,73.457.884
671,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,403,Municipalidades (Compensación por Predios Exentos),70.437.456,70.595.164
672,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,24,TRANSFERENCIAS CORRIENTES,03,A Otras Entidades Públicas,406,Programa de Tenencia Responsable de Animales de Compañía,2.862.720,2.862.720
673,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,25,INTEGROS AL FISCO,,,,,10,10
674,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,25,INTEGROS AL FISCO,99,Otros Integros al Fisco,,,10,10
675,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,30,ADQUISICIÓN DE ACTIVOS FINANCIEROS,,,,,43.877.288,0
676,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,30,ADQUISICIÓN DE ACTIVOS FINANCIEROS,10,Fondo de Emergencia Transitorio,,,43.877.288,0
677,2022,Agosto,PESOS,05,MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,05,SUBSECRETARÍA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,03,PROGRAMAS DE DESARROLLO LOCAL,32,PRÉSTAMOS,,,,,9.151.948,9.151.948
